1,1,5.517E-4,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 0 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
32,2,0.012169866666666668,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 25 kW,, 19-22: 25 kW,, 22-06: 50 kW,])
33,1,0.012318833333333334,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 50 kW,, 19-22: 100 kW,, 22-06: 50 kW,])
33,2,0.012470133333333334,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 75 kW,, 19-22: 0 kW,, 22-06: 75 kW,])
34,1,0.012622833333333333,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 0 kW,, 19-22: 100 kW,, 22-06: 0 kW,])
34,2,0.012806633333333333,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 0 kW,, 19-22: 0 kW,, 22-06: 25 kW,])
35,1,0.012946033333333334,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 0 kW,, 19-22: 100 kW,, 22-06: 0 kW,])
35,2,0.013278466666666667,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 75 kW,, 19-22: 25 kW,, 22-06: 0 kW,])
36,1,0.013586366666666667,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 50 kW,, 09-19: 50 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
36,2,0.0137911,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 0 kW,, 22-06: 75 kW,])
37,1,0.013915700000000001,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 75 kW,, 19-22: 100 kW,, 22-06: 75 kW,])
37,2,0.014069199999999999,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 25 kW,, 19-22: 0 kW,, 22-06: 75 kW,])
38,1,0.014198333333333334,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 25 kW,])
38,2,0.0143542,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 50 kW,, 19-22: 0 kW,, 22-06: 75 kW,])
39,1,0.014474099666666665,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 50 kW,, 09-19: 0 kW,, 19-22: 100 kW,, 22-06: 50 kW,])
39,2,0.0146175,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 25 kW,, 19-22: 25 kW,, 22-06: 100 kW,])
40,1,0.014738000000000001,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 50 kW,, 09-19: 0 kW,, 19-22: 100 kW,, 22-06: 50 kW,])
40,2,0.014916400000000002,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 100 kW,, 19-22: 0 kW,, 22-06: 75 kW,])
41,1,0.015028833333333333,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 0 kW,, 19-22: 100 kW,, 22-06: 75 kW,])
41,2,0.015161899999999999,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 25 kW,, 19-22: 0 kW,, 22-06: 75 kW,])
42,1,0.015289633333333332,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 0 kW,, 19-22: 100 kW,, 22-06: 75 kW,])
42,2,0.0154199,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 75 kW,, 19-22: 50 kW,, 22-06: 0 kW,])
43,1,0.015534933333333334,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 50 kW,, 09-19: 75 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
43,2,0.015685366666666666,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 100 kW,, 19-22: 25 kW,, 22-06: 100 kW,])
44,1,0.015796133333333334,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 100 kW,, 19-22: 100 kW,, 22-06: 75 kW,])
44,2,0.01593076666666667,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 0 kW,])
45,1,0.016045766666666666,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 100 kW,, 22-06: 75 kW,])
45,2,0.0161821,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 25 kW,, 19-22: 25 kW,, 22-06: 25 kW,])
46,1,0.016293433,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 100 kW,, 19-22: 100 kW,, 22-06: 50 kW,])
46,2,0.016441532999999998,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 75 kW,, 19-22: 25 kW,, 22-06: 25 kW,])
47,1,0.016572433,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 100 kW,, 19-22: 100 kW,, 22-06: 50 kW,])
47,2,0.016866966666666667,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 100 kW,])
48,1,0.017070833333333334,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 0 kW,])
48,2,0.017229633333333334,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 75 kW,, 22-06: 0 kW,])
49,1,0.01734986666666667,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 50 kW,, 19-22: 100 kW,, 22-06: 50 kW,])
49,2,0.017483533333333332,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 50 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
50,1,0.01760053333333333,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 50 kW,, 09-19: 100 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
50,2,0.018310566333333333,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 25 kW,, 19-22: 0 kW,, 22-06: 50 kW,])
51,1,0.0184696,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 50 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 50 kW,])
51,2,0.018632366666666667,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 50 kW,, 19-22: 25 kW,, 22-06: 50 kW,])
52,1,0.01877179966666667,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 50 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 50 kW,])
52,2,0.01891716666666667,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 75 kW,, 19-22: 0 kW,, 22-06: 0 kW,])
53,1,0.01904576666666667,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 50 kW,, 09-19: 25 kW,, 19-22: 100 kW,, 22-06: 50 kW,])
53,2,0.019183366666666667,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 75 kW,, 19-22: 25 kW,, 22-06: 100 kW,])
54,1,0.019325433333333333,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 75 kW,, 19-22: 100 kW,, 22-06: 50 kW,])
54,2,0.0194661,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 100 kW,])
55,1,0.019620633000000002,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 75 kW,, 19-22: 100 kW,, 22-06: 50 kW,])
55,2,0.019768633333333334,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 75 kW,, 19-22: 25 kW,, 22-06: 100 kW,])
56,1,0.019897233333333333,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 50 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
56,2,0.020054833333333334,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 25 kW,, 19-22: 25 kW,, 22-06: 50 kW,])
57,1,0.020171733333333334,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 75 kW,, 19-22: 100 kW,, 22-06: 25 kW,])
57,2,0.0203101,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 50 kW,, 19-22: 50 kW,, 22-06: 50 kW,])
58,1,0.020589333333333334,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 50 kW,, 09-19: 0 kW,, 19-22: 100 kW,, 22-06: 25 kW,])
58,2,0.0209704,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 75 kW,, 19-22: 25 kW,, 22-06: 100 kW,])
